patient_id,average_distance
CT-054,0.0
CT-074,0.0
CT-076,0.0
CT-053,0.6
CT-056,0.75
CT-067,0.85
CT-109,0.9
CT-049,0.95
CT-073,1.0
CT-119,1.0
CT-147,1.5
CT-096,1.55
CT-155,1.7
CT-123,1.7
CT-090,1.8
CT-134,1.8
CT-140,1.8
CT-175,1.8
CT-146,1.85
CT-158,1.9
CT-172,1.9
CT-091,1.95
CT-111,1.95
CT-062,1.95
CT-084,2.2
CT-083,2.35
CT-169,2.45
CT-174,2.5
CT-150,2.6
CT-139,2.7
CT-102,2.75
CT-129,2.75
CT-051,2.75
CT-016,2.8
CT-151,2.8
CT-107,2.85
CT-012,2.9
CT-104,2.95
CT-126,3.0
CT-128,3.0
CT-086,3.05
CT-069,3.1
CT-142,3.55
CT-009,3.6
CT-115,3.6
CT-065,3.65
CT-144,3.8
CT-127,3.85
CT-133,3.85
CT-047,3.9
CT-176,3.9
CT-011,3.95
CT-120,3.95
CT-071,4.15
CT-025,4.45
CT-118,4.6
CT-015,4.65
CT-136,4.8
CT-117,4.9
CT-055,4.95
CT-105,5.1
CT-163,5.4
CT-112,5.55
CT-024,5.6
CT-154,5.6
CT-131,5.65
CT-138,5.65
CT-041,5.7
CT-060,5.7
CT-100,5.8
CT-159,5.85
CT-080,6.0
CT-121,6.05
CT-125,6.35
CT-178,6.55
CT-164,6.6
CT-087,6.8
CT-098,6.95
CT-184,7.15
CT-108,7.3
CT-167,7.75
CT-101,8.1
CT-124,8.55
CT-177,8.65
CT-106,8.8
CT-165,8.9
CT-179,8.95
CT-137,9.15
CT-042,10.15
CT-023,10.3
CT-097,10.65
CT-153,10.8
CT-052,10.9
CT-156,10.95
CT-029,11.6
CT-099,12.25
CT-143,12.6
CT-059,12.85
CT-160,13.4
CT-075,14.15
