patient_id,average_distance
CT-023,0.0
CT-090,0.0
CT-102,0.0
CT-115,0.0
CT-117,0.0
CT-126,0.0
CT-153,0.0
CT-154,0.0
CT-155,0.0
CT-158,0.0
CT-049,0.0
CT-073,0.0
CT-134,0.0
CT-140,0.0
CT-165,0.0
CT-172,0.0
CT-174,0.0
CT-053,0.95
CT-060,0.95
CT-120,0.95
CT-138,0.95
CT-176,0.95
CT-041,1.0
CT-150,1.0
CT-052,1.0
CT-055,1.0
CT-128,1.0
CT-133,1.0
CT-144,1.0
CT-147,1.0
CT-175,1.0
CT-177,1.0
CT-065,1.75
CT-047,1.8
CT-083,1.85
CT-129,1.85
CT-160,1.85
CT-142,1.85
CT-024,1.9
CT-029,1.9
CT-091,1.9
CT-059,1.9
CT-104,1.95
CT-151,1.95
CT-074,1.95
CT-075,1.95
CT-179,1.95
CT-011,2.0
CT-012,2.0
CT-015,2.0
CT-084,2.0
CT-121,2.0
CT-156,2.0
CT-051,2.0
CT-056,2.0
CT-067,2.0
CT-119,2.0
CT-131,2.0
CT-164,2.0
CT-178,2.0
CT-111,2.45
CT-071,2.55
CT-108,2.8
CT-087,2.85
CT-096,2.85
CT-112,2.85
CT-127,2.85
CT-054,2.85
CT-009,2.9
CT-124,2.9
CT-062,2.9
CT-042,2.95
CT-097,2.95
CT-098,2.95
CT-101,2.95
CT-107,2.95
CT-109,2.95
CT-167,2.95
CT-016,3.0
CT-025,3.0
CT-086,3.0
CT-105,3.0
CT-076,3.0
CT-080,3.0
CT-136,3.0
CT-143,3.0
CT-169,3.0
CT-118,3.7
CT-159,3.8
CT-069,3.8
CT-139,3.95
CT-137,4.0
CT-100,4.65
CT-146,4.75
CT-106,4.8
CT-184,4.8
CT-099,4.9
CT-123,4.95
CT-125,5.55
CT-163,6.1
