patient_id,average_distance
CT-096,0.0
CT-051,0.0
CT-053,0.0
CT-054,0.0
CT-056,0.0
CT-076,0.0
CT-119,0.0
CT-134,0.0
CT-147,0.0
CT-067,0.8
CT-123,0.85
CT-069,0.9
CT-146,0.95
CT-090,1.0
CT-115,1.0
CT-151,1.0
CT-155,1.0
CT-049,1.0
CT-062,1.0
CT-073,1.0
CT-074,1.0
CT-139,1.0
CT-174,1.0
CT-102,1.7
CT-109,1.85
CT-084,1.95
CT-091,1.95
CT-111,1.95
CT-126,1.95
CT-175,1.95
CT-009,2.0
CT-041,2.0
CT-047,2.0
CT-104,2.0
CT-121,2.0
CT-172,2.0
CT-176,2.0
CT-083,2.7
CT-150,2.75
CT-065,2.75
CT-169,2.85
CT-140,2.9
CT-129,2.95
CT-142,2.95
CT-012,3.0
CT-086,3.0
CT-107,3.0
CT-112,3.0
CT-154,3.0
CT-052,3.0
CT-055,3.0
CT-136,3.0
CT-178,3.0
CT-025,3.75
CT-024,3.8
CT-016,3.85
CT-127,3.95
CT-163,3.95
CT-128,3.95
CT-133,3.95
CT-177,3.95
CT-015,4.0
CT-023,4.0
CT-029,4.0
CT-159,4.0
CT-071,4.0
CT-080,4.0
CT-120,4.0
CT-131,4.0
CT-118,4.85
CT-060,4.9
CT-087,4.95
CT-117,5.0
CT-144,5.0
CT-158,5.8
CT-156,5.85
CT-011,5.9
CT-100,5.9
CT-105,5.9
CT-164,5.9
CT-101,5.95
CT-179,5.95
CT-124,6.0
CT-137,6.0
CT-138,6.0
CT-184,6.6
CT-106,7.0
CT-108,7.0
CT-125,7.0
CT-143,7.0
CT-167,7.0
CT-098,8.0
CT-153,8.0
CT-165,8.0
CT-097,8.9
CT-059,9.0
CT-042,9.65
CT-099,9.8
CT-160,12.0
CT-075,14.6
