patient_id,average_distance
CT-129,0.0
CT-158,0.0
CT-073,0.0
CT-133,0.0
CT-155,0.7
CT-056,0.8
CT-154,0.9
CT-176,0.9
CT-140,0.95
CT-174,0.95
CT-178,0.95
CT-090,1.0
CT-134,1.0
CT-054,1.5
CT-076,1.6
CT-138,1.7
CT-175,1.75
CT-109,1.8
CT-074,1.85
CT-164,1.85
CT-065,1.9
CT-128,1.9
CT-142,1.9
CT-102,1.95
CT-126,1.95
CT-151,1.95
CT-071,1.95
CT-075,1.95
CT-172,1.95
CT-023,2.0
CT-101,2.0
CT-053,2.0
CT-055,2.0
CT-067,2.0
CT-118,2.0
CT-120,2.0
CT-091,2.65
CT-041,2.8
CT-083,2.8
CT-106,2.85
CT-115,2.85
CT-150,2.85
CT-087,2.9
CT-117,2.9
CT-156,2.9
CT-139,2.9
CT-147,2.9
CT-165,2.9
CT-112,2.95
CT-146,2.95
CT-029,3.0
CT-096,3.0
CT-059,3.4
CT-051,3.45
CT-024,3.65
CT-097,3.8
CT-025,3.85
CT-060,3.85
CT-062,3.85
CT-069,3.85
CT-144,3.85
CT-016,3.9
CT-047,3.9
CT-107,3.9
CT-124,3.9
CT-123,3.95
CT-012,4.0
CT-160,4.0
CT-119,4.0
CT-100,4.2
CT-169,4.3
CT-184,4.7
CT-049,4.8
CT-108,4.85
CT-153,4.85
CT-042,4.9
CT-104,4.9
CT-179,4.9
CT-127,5.0
CT-099,5.15
CT-105,5.15
CT-052,5.2
CT-167,5.25
CT-143,5.3
CT-177,5.45
CT-011,5.65
CT-163,5.65
CT-086,5.9
CT-098,5.95
CT-080,6.0
CT-125,6.1
CT-137,6.15
CT-015,6.25
CT-136,6.7
CT-159,6.9
CT-009,7.0
CT-084,7.8
CT-131,7.85
CT-121,8.9
CT-111,11.6
