patient_id,average_distance
CT-009,0.0
CT-090,0.0
CT-109,0.0
CT-155,0.0
CT-053,0.0
CT-056,0.0
CT-076,0.0
CT-119,0.0
CT-096,0.85
CT-054,0.95
CT-134,0.95
CT-146,0.95
CT-015,1.0
CT-047,1.0
CT-084,1.0
CT-102,1.0
CT-067,1.0
CT-069,1.0
CT-074,1.0
CT-139,1.0
CT-174,1.0
CT-083,1.7
CT-073,1.7
CT-051,1.85
CT-123,1.85
CT-147,1.85
CT-107,1.9
CT-172,1.95
CT-175,1.95
CT-025,2.0
CT-104,2.0
CT-111,2.0
CT-115,2.0
CT-126,2.0
CT-151,2.0
CT-176,2.0
CT-091,2.65
CT-129,2.85
CT-086,2.9
CT-049,2.9
CT-140,2.9
CT-150,2.95
CT-154,2.95
CT-055,2.95
CT-065,2.95
CT-169,2.95
CT-041,3.0
CT-127,3.0
CT-052,3.0
CT-136,3.0
CT-142,3.0
CT-121,3.9
CT-062,3.9
CT-071,3.9
CT-012,3.95
CT-016,3.95
CT-024,3.95
CT-177,3.95
CT-011,4.0
CT-087,4.0
CT-159,4.0
CT-120,4.0
CT-131,4.0
CT-133,4.0
CT-112,4.8
CT-117,4.8
CT-178,4.85
CT-163,4.9
CT-128,4.9
CT-144,4.9
CT-165,4.95
CT-118,5.0
CT-105,5.8
CT-029,5.85
CT-060,5.85
CT-164,5.85
CT-184,5.9
CT-023,5.95
CT-124,6.0
CT-158,6.0
CT-080,6.0
CT-137,6.0
CT-138,6.8
CT-106,7.0
CT-156,7.0
CT-143,7.0
CT-167,7.0
CT-100,7.4
CT-042,7.9
CT-179,7.9
CT-101,7.95
CT-108,7.95
CT-125,7.95
CT-097,8.0
CT-059,8.95
CT-098,9.4
CT-160,11.0
CT-075,11.0
CT-153,11.65
CT-099,12.05
